song,valence,arousal,marker,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,space,1.2214195450005718,,,,,999,001,2019_Mar_25_1450,MusicAffectPsychophysiology2019,3.0.5,59.89620383175477,
,,,,,,,,,,1,3.3888175040001443,,,999,001,2019_Mar_25_1450,MusicAffectPsychophysiology2019,3.0.5,59.89620383175477,
,,,,,,,,,,,,1,1.1698500689999491,999,001,2019_Mar_25_1450,MusicAffectPsychophysiology2019,3.0.5,59.89620383175477,
30MonoWAV/30MonoH3.wav,2,2,7,0,0,0,6,,,1,0.6025304410004537,1,0.30212430900064646,999,001,2019_Mar_25_1450,MusicAffectPsychophysiology2019,3.0.5,59.89620383175477,
