songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,song,valence,arousal,marker,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,1,9.946557991999725,,,,,999,001,2019_Mar_25_1453,MusicAffectPsychophysiology2019,3.0.5,59.85136249308425,
,,,,,,,,,,1,2.5388509730000806,,,999,001,2019_Mar_25_1453,MusicAffectPsychophysiology2019,3.0.5,59.85136249308425,
,,,,,,,,,,,,1,0.26877685699946596,999,001,2019_Mar_25_1453,MusicAffectPsychophysiology2019,3.0.5,59.85136249308425,
