begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,participant,session,date,expName,psychopyVersion,frameRate,
num_1,16.188421429949813,,,,,999,001,2019_Apr_09_1033,MusicAffectPsychophysiology2019,3.0.5,59.98660692083617,
,,1,6.650974345044233,,,999,001,2019_Apr_09_1033,MusicAffectPsychophysiology2019,3.0.5,59.98660692083617,
,,,,1,1.035226364969276,999,001,2019_Apr_09_1033,MusicAffectPsychophysiology2019,3.0.5,59.98660692083617,
