songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,song,valence,arousal,marker,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,space,3.523495732999436,,,,,999,001,2019_Mar_25_1438,MusicAffectPsychophysiology2019,3.0.5,60.08904968831309,
,,,,,,,,,,1,4.204510552000102,,,999,001,2019_Mar_25_1438,MusicAffectPsychophysiology2019,3.0.5,60.08904968831309,
,,,,,,,,,,,,1,0.9032780099996671,999,001,2019_Mar_25_1438,MusicAffectPsychophysiology2019,3.0.5,60.08904968831309,
