songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,song,valence,arousal,marker,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,space,4.008986308999738,,,,,999,001,2019_Mar_25_1443,MusicAffectPsychophysiology2019,3.0.5,59.92313120657374,
,,,,,,,,,,1,3.4883318870006406,,,999,001,2019_Mar_25_1443,MusicAffectPsychophysiology2019,3.0.5,59.92313120657374,
,,,,,,,,,,,,1,1.1194254640004146,999,001,2019_Mar_25_1443,MusicAffectPsychophysiology2019,3.0.5,59.92313120657374,
