songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,song,valence,arousal,marker,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,space,4.805404153999916,,,,,999,001,2019_Mar_25_1433,MusicAffectPsychophysiology2019,3.0.5,60.09644710541791,
,,,,,,,,,,1,4.005823379000503,,,999,001,2019_Mar_25_1433,MusicAffectPsychophysiology2019,3.0.5,60.09644710541791,
,,,,,,,,,,,,1,1.2193737649995455,999,001,2019_Mar_25_1433,MusicAffectPsychophysiology2019,3.0.5,60.09644710541791,
