748.0297 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1920, 1080]. Using actual size
750.8323 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

750.8331 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x124ce8b38>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x129f68898>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
750.8331 	EXP 	window1: recordFrameIntervals = False
751.0654 	EXP 	window1: recordFrameIntervals = True
751.1150 	WARNING 	t of last frame was 33.64ms (=1/29)
751.1957 	WARNING 	t of last frame was 32.89ms (=1/30)
751.2322 	WARNING 	t of last frame was 36.56ms (=1/27)
751.2654 	WARNING 	t of last frame was 33.17ms (=1/30)
751.2988 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
753.4982 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

753.6864 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.7610 	EXP 	Sound  set volume 1.000
753.7962 	EXP 	Created arousaltext = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='arousaltext', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.8201 	EXP 	Created valencetext = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='valencetext', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.8347 	EXP 	Created like = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='like', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.8392 	EXP 	Created WordInstruction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='WordInstruction', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
753.8505 	EXP 	Created WordScale = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='WordScale', opacity=1.0, ori=0, pos=array([ 0. , -0.3]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.8546 	EXP 	Created EmoWord = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='EmoWord', opacity=1.0, ori=0, pos=array([0. , 0.3]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
753.8809 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.8809 	EXP 	Sound  set volume 1.000
753.8987 	EXP 	Created arousaltext = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='arousaltext', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.9179 	EXP 	Created valencetext = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='valencetext', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.9339 	EXP 	Created like = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='like', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.9384 	EXP 	Created WordInstruction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='WordInstruction', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
753.9508 	EXP 	Created WordScale = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='WordScale', opacity=1.0, ori=0, pos=array([ 0. , -0.3]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.9555 	EXP 	Created EmoWord = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='EmoWord', opacity=1.0, ori=0, pos=array([0. , 0.3]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
753.9592 	EXP 	Created betweensongs = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='betweensongs', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
753.9812 	EXP 	Created MusicEnd = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='MusicEnd', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
753.9967 	EXP 	instructions: autoDraw = True
769.8993 	DATA 	Keypress: space
769.9260 	EXP 	instructions: autoDraw = False
799.9396 	EXP 	arousaltext: autoDraw = True
812.0254 	DATA 	Keypress: 3
812.0389 	EXP 	arousaltext: autoDraw = False
812.0389 	EXP 	valencetext: autoDraw = True
817.9571 	DATA 	Keypress: 1
817.9710 	EXP 	valencetext: autoDraw = False
817.9710 	EXP 	like: autoDraw = True
823.6563 	DATA 	Keypress: 1
823.6722 	EXP 	Imported EMOTIONWORDS.xlsx as conditions, 12 conditions, 2 params
823.6725 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
823.6728 	EXP 	New trial (rep=0, index=0): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'HAPPY')])
823.6949 	EXP 	like: autoDraw = False
823.6949 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
823.6949 	EXP 	EmoWord: text = 'HAPPY'
823.6949 	EXP 	WordInstruction: autoDraw = True
823.6949 	EXP 	WordScale: autoDraw = True
823.6949 	EXP 	EmoWord: autoDraw = True
827.0388 	DATA 	Keypress: 1
827.0402 	EXP 	New trial (rep=0, index=1): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'ACTIVE')])
827.0532 	EXP 	WordInstruction: autoDraw = False
827.0532 	EXP 	WordScale: autoDraw = False
827.0532 	EXP 	EmoWord: autoDraw = False
827.0532 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
827.0532 	EXP 	EmoWord: text = 'ACTIVE'
827.0532 	EXP 	WordInstruction: autoDraw = True
827.0532 	EXP 	WordScale: autoDraw = True
827.0532 	EXP 	EmoWord: autoDraw = True
832.6881 	DATA 	Keypress: 2
832.6896 	EXP 	New trial (rep=0, index=2): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'ASHAMED')])
832.7026 	EXP 	WordInstruction: autoDraw = False
832.7026 	EXP 	WordScale: autoDraw = False
832.7026 	EXP 	EmoWord: autoDraw = False
832.7026 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
832.7026 	EXP 	EmoWord: text = 'ASHAMED'
832.7026 	EXP 	WordInstruction: autoDraw = True
832.7026 	EXP 	WordScale: autoDraw = True
832.7026 	EXP 	EmoWord: autoDraw = True
836.3723 	DATA 	Keypress: 1
836.3735 	EXP 	New trial (rep=0, index=3): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'GUILTY')])
836.3943 	EXP 	WordInstruction: autoDraw = False
836.3943 	EXP 	WordScale: autoDraw = False
836.3943 	EXP 	EmoWord: autoDraw = False
836.3943 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
836.3943 	EXP 	EmoWord: text = 'GUILTY'
836.3943 	EXP 	WordInstruction: autoDraw = True
836.3943 	EXP 	WordScale: autoDraw = True
836.3943 	EXP 	EmoWord: autoDraw = True
837.6046 	DATA 	Keypress: 1
837.6205 	EXP 	New trial (rep=0, index=4): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'ANXIOUS ')])
837.6363 	EXP 	WordInstruction: autoDraw = False
837.6363 	EXP 	WordScale: autoDraw = False
837.6363 	EXP 	EmoWord: autoDraw = False
837.6363 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
837.6363 	EXP 	EmoWord: text = 'ANXIOUS '
837.6363 	EXP 	WordInstruction: autoDraw = True
837.6363 	EXP 	WordScale: autoDraw = True
837.6363 	EXP 	EmoWord: autoDraw = True
842.4207 	DATA 	Keypress: 4
842.4218 	EXP 	New trial (rep=0, index=5): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'FRUSTRATED')])
842.4446 	EXP 	WordInstruction: autoDraw = False
842.4446 	EXP 	WordScale: autoDraw = False
842.4446 	EXP 	EmoWord: autoDraw = False
842.4446 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
842.4446 	EXP 	EmoWord: text = 'FRUSTRATED'
842.4446 	EXP 	WordInstruction: autoDraw = True
842.4446 	EXP 	WordScale: autoDraw = True
842.4446 	EXP 	EmoWord: autoDraw = True
843.8702 	DATA 	Keypress: 4
843.8713 	EXP 	New trial (rep=0, index=6): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'ALERT')])
843.8851 	EXP 	WordInstruction: autoDraw = False
843.8851 	EXP 	WordScale: autoDraw = False
843.8851 	EXP 	EmoWord: autoDraw = False
843.8851 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
843.8851 	EXP 	EmoWord: text = 'ALERT'
843.8851 	EXP 	WordInstruction: autoDraw = True
843.8851 	EXP 	WordScale: autoDraw = True
843.8851 	EXP 	EmoWord: autoDraw = True
846.3885 	DATA 	Keypress: 4
846.4033 	EXP 	New trial (rep=0, index=7): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'SCARED')])
846.4180 	EXP 	WordInstruction: autoDraw = False
846.4180 	EXP 	WordScale: autoDraw = False
846.4180 	EXP 	EmoWord: autoDraw = False
846.4180 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
846.4180 	EXP 	EmoWord: text = 'SCARED'
846.4180 	EXP 	WordInstruction: autoDraw = True
846.4180 	EXP 	WordScale: autoDraw = True
846.4180 	EXP 	EmoWord: autoDraw = True
849.3866 	DATA 	Keypress: 1
849.3880 	EXP 	New trial (rep=0, index=8): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'EXCITED')])
849.4004 	EXP 	WordInstruction: autoDraw = False
849.4004 	EXP 	WordScale: autoDraw = False
849.4004 	EXP 	EmoWord: autoDraw = False
849.4004 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
849.4004 	EXP 	EmoWord: text = 'EXCITED'
849.4004 	EXP 	WordInstruction: autoDraw = True
849.4004 	EXP 	WordScale: autoDraw = True
849.4004 	EXP 	EmoWord: autoDraw = True
850.7696 	DATA 	Keypress: 1
850.7708 	EXP 	New trial (rep=0, index=9): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'ANGRY')])
850.7846 	EXP 	WordInstruction: autoDraw = False
850.7846 	EXP 	WordScale: autoDraw = False
850.7846 	EXP 	EmoWord: autoDraw = False
850.7846 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
850.7846 	EXP 	EmoWord: text = 'ANGRY'
850.7846 	EXP 	WordInstruction: autoDraw = True
850.7846 	EXP 	WordScale: autoDraw = True
850.7846 	EXP 	EmoWord: autoDraw = True
853.6702 	DATA 	Keypress: 3
853.6716 	EXP 	New trial (rep=0, index=10): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'SAD')])
853.6840 	EXP 	WordInstruction: autoDraw = False
853.6840 	EXP 	WordScale: autoDraw = False
853.6840 	EXP 	EmoWord: autoDraw = False
853.6840 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
853.6840 	EXP 	EmoWord: text = 'SAD'
853.6840 	EXP 	WordInstruction: autoDraw = True
853.6840 	EXP 	WordScale: autoDraw = True
853.6840 	EXP 	EmoWord: autoDraw = True
855.5186 	DATA 	Keypress: 1
855.5198 	EXP 	New trial (rep=0, index=11): OrderedDict([('Instruction', 'To what extent did the music make you feel '), ('Word', 'TENDER')])
855.5335 	EXP 	WordInstruction: autoDraw = False
855.5335 	EXP 	WordScale: autoDraw = False
855.5335 	EXP 	EmoWord: autoDraw = False
855.5335 	EXP 	WordInstruction: text = 'To what extent did the music make you feel '
855.5335 	EXP 	EmoWord: text = 'TENDER'
855.5335 	EXP 	WordInstruction: autoDraw = True
855.5335 	EXP 	WordScale: autoDraw = True
855.5335 	EXP 	EmoWord: autoDraw = True
856.8524 	DATA 	Keypress: 1
856.8772 	EXP 	WordInstruction: autoDraw = False
856.8772 	EXP 	WordScale: autoDraw = False
856.8772 	EXP 	EmoWord: autoDraw = False
856.8772 	EXP 	text: autoDraw = True
863.9181 	DATA 	Keypress: space
863.9288 	EXP 	Imported Music.xlsx as conditions, 16 conditions, 5 params
863.9294 	EXP 	Created sequence: random, trialTypes=16, nReps=2, seed=None
863.9297 	EXP 	New trial (rep=0, index=0): OrderedDict([('song', '30MonoWAV/30MonoF4.wav'), ('valence', 1), ('arousal', 2), ('affectcat', 2), ('songmark', 4)])
863.9763 	EXP 	text: autoDraw = False
893.9950 	EXP 	arousaltext: autoDraw = True
909.8132 	DATA 	Keypress: 2
