trialunique,ACTIVE_rating,ALERT_rating,ANGRY_rating,ANXIOUS_rating,ASHAMED_rating,EXCITED_rating,FRUSTRATED_rating,GUILTY_rating,HAPPY_rating,SAD_rating,SCARED_rating,TENDER_rating,ACTIVE_RT,ALERT_RT,ANGRY_RT,ANXIOUS_RT,ASHAMED_RT,EXCITED_RT,FRUSTRATED_RT,GUILTY_RT,HAPPY_RT,SAD_RT,SCARED_RT,TENDER_RT,id,songmark,affectcat,targetemotion,valence,arousal,valencekey.keys,valencekey.rt,arousalkey.keys,likekey.keys,likekey.rt,prac,depression,EOT,DDF,DIF,TAS,gender_recoded,musichours,yearsplay
16_13_2,2,2,1,1,1,1,1,1,5,1,1,4,2.9192242450008052,1.6347471379995113,0.9177035379980225,0.6854279179970035,0.8360165080011939,0.9515302639993024,0.6013129540006048,0.5852590900030918,1.3674231920012971,1.2055492860017694,1.3348570820016903,3.4008992750023026,16,13,Low Arousal/Positve Valence,Tender,Positive,Low,5,1.503531907001161,2,5,2.0704704859963385,trial,6,12,12,17,41,female,6,0
16_14_1,2,1,1,1,1,1,1,1,2,3,1,5,2.135146552005608,1.5533352839993313,1.164652573002968,2.001979113003472,0.6185764839974581,2.4354333769952063,1.135729175999586,1.4674760699999752,2.5234934210020583,2.5850705150005524,2.339342936000321,1.6202427969983546,16,14,Low Arousal/Positve Valence,Tender,Positive,Low,2,1.6846116410015384,3,3,3.152103000000352,trial,6,12,12,17,41,female,6,0
16_14_2,1,1,1,1,1,3,1,1,4,1,1,5,1.3344615660025738,0.7015838039951632,0.5843202749965712,0.9854700950018014,0.901619848998962,2.4344937600035337,1.085810582000704,1.1190643049994833,2.0680745280042174,1.0854217759988387,0.8517902110033901,1.035536930001399,16,14,Low Arousal/Positve Valence,Tender,Positive,Low,5,1.034556139005872,1,5,1.4511347160005243,trial,6,12,12,17,41,female,6,0
16_15_1,1,1,1,1,1,2,1,1,4,1,1,4,1.7672054569993634,1.1191482810027082,1.4839723729965044,1.5681393380000372,1.4344889679996413,1.751962475005712,0.9853755340009229,1.435026901999663,2.200134386999707,1.218359018996125,0.7992111509956885,3.5689232400036417,16,15,Low Arousal/Positve Valence,Tender,Positive,Low,4,1.6513619860052131,2,4,2.3515128569997614,trial,6,12,12,17,41,female,6,0
16_15_2,1,1,1,1,1,1,1,1,3,1,1,5,1.2019694480040926,1.351347016003274,0.88497417599865,3.1330529139959253,0.6688121449988103,1.3014105359980022,0.43586015699838754,0.6357860790012637,1.452133215003414,0.5526461320041562,1.1006451560024288,1.5020672440005,16,15,Low Arousal/Positve Valence,Tender,Positive,Low,3,1.5206804600020405,1,3,1.8561749539949233,trial,6,12,12,17,41,female,6,0
16_16_1,1,1,1,1,1,1,1,1,3,1,1,4,1.6351664399990113,1.9513374629968894,0.5359037890011678,2.184910765994573,0.568175541004166,1.4864796809997642,0.517189120000694,0.6488509949995205,3.816398378003214,0.5680293920013355,1.2843264490002184,1.7512975979989278,16,16,Low Arousal/Positve Valence,Tender,Positive,Low,4,3.656197174001136,3,3,2.6247609310012194,trial,6,12,12,17,41,female,6,0
16_16_2,1,1,1,1,1,2,1,1,3,1,1,2,1.8019705769984284,0.8167005430004792,0.7854643620012212,0.8855518580021453,0.5516650159988785,1.9683843050006544,0.46804434100340586,1.734060506001697,1.484364589996403,0.8680297270038864,0.7013324409999768,2.368464915001823,16,16,Low Arousal/Positve Valence,Tender,Positive,Low,4,1.0521089269968797,3,3,1.5348503090062877,trial,6,12,12,17,41,female,6,0
16_2_1,3,5,1,5,1,1,1,1,1,1,5,1,2.601488820000668,1.7513708640035475,0.9515812350000488,5.841269568001735,1.1520361000002595,1.0853845790043124,0.6023074469994754,1.151397397996334,0.9533020939998096,1.017185769000207,1.5189771110017318,2.1687739829940256,16,2,High Arousal/Negative Valence,Fear,Negative,high,1,1.036241522997443,3,1,1.0348522030035383,trial,6,12,12,17,41,female,6,0
16_2_2,1,5,1,5,1,1,1,1,1,1,5,1,1.2856154199980665,1.4020439449959667,0.6027670379990013,0.6350611020025099,0.7182483310025418,1.102000148006482,1.1677771030008444,0.8350982060001115,0.8189097939975909,2.4682607970025856,1.6357240490033291,1.2512772900008713,16,2,High Arousal/Negative Valence,Fear,Negative,high,1,1.0181617310008733,1,1,0.31808758999977726,trial,6,12,12,17,41,female,6,0
16_3_1,3,4,1,5,2,1,2,2,1,2,4,2,1.8852808980009286,2.6017280380037846,2.2678364509993116,2.101650791002612,3.2194759999983944,0.9356172699990566,2.452312621004239,3.6182109090004815,1.6183686739968834,3.052425105997827,3.4019582270047977,3.885233540997433,16,3,High Arousal/Negative Valence,Fear,Negative,high,1,3.7343646570006968,3,1,2.334927459996834,trial,6,12,12,17,41,female,6,0
16_3_2,1,5,1,5,1,1,1,1,1,1,5,2,3.3849205570004415,1.1002888130024076,1.0177821489996859,1.3191738539971993,1.4015812779980479,1.0351077020022785,1.3847849070007214,1.6652579289948335,1.6018497009936254,0.7863361159979831,1.767788275006751,1.8350376130038057,16,3,High Arousal/Negative Valence,Fear,Negative,high,1,0.9181713409998338,3,1,1.0671285720018204,trial,6,12,12,17,41,female,6,0
16_4_1,4,5,1,4,1,2,1,1,1,1,4,1,2.2887205430015456,1.4182999659969937,1.385652550998202,2.7084167460052413,1.2683619490053388,3.1701032419950934,1.2536690340057248,1.1518186530011008,2.234231226000702,0.872110297998006,1.6021308199997293,1.6533620769987465,16,4,High Arousal/Negative Valence,Fear,Negative,high,2,1.9713726599948131,4,1,2.5539867709958344,trial,6,12,12,17,41,female,6,0
16_4_2,3,4,1,5,1,2,1,1,1,1,1,1,2.8687809180046315,2.217197092002607,0.4850961149932118,1.6850432900027954,1.1350888649976696,2.4360963739964063,1.0350408930025878,0.7680677400057903,0.984678344000713,0.9012874850013759,1.0674721210016287,0.7188449410023168,16,4,High Arousal/Negative Valence,Fear,Negative,high,2,1.2015487890021177,3,2,1.7516647820011713,trial,6,12,12,17,41,female,6,0
16_5_1,3,4,1,4,1,3,1,1,3,1,1,1,2.951881410997885,4.673922126996331,2.0177396269937162,0.6681955750027555,1.1346299110009568,1.3516552840010263,1.339788925004541,1.9831008469991502,2.0347677410027245,0.5355561369942734,2.221987167999032,1.7183310369946412,16,5,High Arousal/Positive Valence,Happy,Positive,high,3,1.754005930000858,3,4,2.2070243600028334,trial,6,12,12,17,41,female,6,0
16_5_2,4,1,1,1,1,5,1,1,4,1,1,1,1.168126142998517,0.9837501790025271,0.8182585980030126,1.0023318220046349,1.0854468969992013,1.3513944520018413,0.8345382110055652,1.2523007550043985,1.0853171150010894,1.0513035660042078,0.9190452390030259,0.8168206520058447,16,5,High Arousal/Positive Valence,Happy,Positive,high,4,2.23587322000094,4,4,1.401659668998036,trial,6,12,12,17,41,female,6,0
16_6_1,5,2,1,1,1,5,1,1,3,1,1,1,1.618005896001705,2.1016330209968146,0.6510347930015996,1.3019398169999477,1.5848637929957476,3.450225414999295,2.717737008999393,1.7856662990016048,2.3989594309969107,1.8847436139985803,1.018248673004564,1.3996505429968238,16,6,High Arousal/Positive Valence,Happy,Positive,high,4,4.451575970000704,5,4,3.3178314580000006,trial,6,12,12,17,41,female,6,0
16_6_2,3,3,1,1,1,3,1,1,2,1,1,1,1.5844897470014985,3.6351455339972745,0.7859019559982698,1.0692639059998328,0.7020591990003595,1.351536064001266,0.9196246770006837,0.9178875150028034,1.4186387349982397,0.9519120140030282,1.0851610079989769,1.201727692001441,16,6,High Arousal/Positive Valence,Happy,Positive,high,3,1.168264526000712,3,3,1.6514004370037583,trial,6,12,12,17,41,female,6,0
16_7_1,4,2,1,1,1,5,1,1,3,1,1,1,2.4058482719992753,1.7532867180052563,1.1513250460047857,0.9996289449991309,0.8527773960013292,1.673071445999085,0.6527223869998124,0.8862742310011527,2.8001413870006218,1.169768256993848,1.0219590220003738,0.9694075859952136,16,7,High Arousal/Positive Valence,Happy,Positive,high,4,2.605109561001882,4,3,2.0544676249992335,trial,6,12,12,17,41,female,6,0
16_7_2,4,1,1,1,1,3,1,1,3,1,1,2,1.6402618560023257,1.051988038001582,0.5855210349982372,0.6567890200021793,1.4016043329975219,1.7848305189982057,1.1355607759978739,1.0695855119993212,1.9872710470008315,0.7023435539958882,0.584747183995205,2.605732755997451,16,7,High Arousal/Positive Valence,Happy,Positive,high,3,1.682496216002619,4,3,1.2018159779981943,trial,6,12,12,17,41,female,6,0
16_8_1,5,3,1,1,1,5,1,1,5,1,1,1,1.1849515209978563,2.350363997000386,0.6853779279990704,0.8177898659996572,0.9865092120016925,2.1025010949961143,0.7348530660019605,0.5845502540032612,0.6520825160041568,0.6520488359965384,1.418983791001665,1.7012757400007104,16,8,High Arousal/Positive Valence,Happy,Positive,high,5,1.3350238069979241,5,5,1.3837254740064964,trial,6,12,12,17,41,female,6,0
16_8_2,5,2,1,1,1,5,1,1,5,1,1,1,2.1562952410022262,1.37069617400266,0.5681232850038214,1.0018813950009644,0.9865023879974615,1.2521630100018228,1.2193267900001956,1.0163402519974625,1.4547216480059433,0.9699991489978856,1.2904637699975865,1.0507599330012454,16,8,High Arousal/Positive Valence,Happy,Positive,high,5,1.4682304309972096,5,5,1.7348696080007358,trial,6,12,12,17,41,female,6,0
16_9_1,1,1,1,2,3,1,1,2,1,5,1,3,0.9355333049970795,2.1517118310002843,1.068976984002802,5.084429328999249,2.5514214919967344,0.8331115930050146,1.1662452500022482,2.2688862009963486,1.1180504689982627,2.002440591000777,1.5524777359969448,2.0342012230030377,16,9,Low Arousal/Negative Valence,Sad,Negative,Low,1,1.6514114430028712,2,4,1.9018246490013553,trial,6,12,12,17,41,female,6,0
16_9_2,1,1,1,1,2,1,1,4,1,5,1,4,1.4018564700018032,1.167641744003049,0.9678375680014142,1.066089463995013,2.703729900000326,1.2021856780047528,1.284742540003208,1.9519031980016734,1.251708759002213,1.635929901000054,1.6167533810003079,1.5849226210048073,16,9,Low Arousal/Negative Valence,Sad,Negative,Low,1,0.7014376789957169,2,3,1.75117718999536,trial,6,12,12,17,41,female,6,0
17_1_1,4,5,1,4,1,4,1,2,1,1,3,1,1.7341514299987466,5.801030429000093,1.3682020449996344,1.4191938920048415,1.4344129609962692,2.3339561160028097,2.0843389330038917,3.102202354995825,1.1684648820009897,1.3856260970060248,1.836322470997402,3.0004680290003307,17,1,High Arousal/Negative Valence,Fear,Negative,high,2,6.817722894003964,3,3,2.0677800699995714,trial,4,19,14,20,53,female,5,5+
17_1_2,4,3,1,5,1,3,2,1,2,4,2,1,0.7846715999985463,0.8355388139971183,0.8184122039965587,0.5513858109989087,0.8511684530021739,0.7512640170025406,1.6014290110033471,0.9011830800009193,0.9018591599960928,1.0523940479979501,1.6514146010013064,0.7173644340000465,17,1,High Arousal/Negative Valence,Fear,Negative,high,3,1.2692604340045364,4,3,1.2687621720033349,trial,4,19,14,20,53,female,5,5+
17_10_1,1,2,1,4,2,1,1,1,1,2,3,2,0.7519221079928684,1.13496747300087,0.5844201599975349,1.3174175820022356,0.8009940479969373,0.6017841119974037,1.1618895870051347,1.0358663469960447,0.8342814670031657,0.7355482269995264,1.2355998620041646,0.7352834659977816,17,10,Low Arousal/Negative Valence,Sad,Negative,Low,2,2.502410991997749,1,2,2.568349785004102,trial,4,19,14,20,53,female,5,5+
17_10_2,1,2,1,3,1,1,3,2,1,4,2,1,0.6999274660047377,0.9860172600019723,1.2017057900011423,2.8349576789987623,0.7516200559985009,0.9693334419935127,0.7509760159955476,1.1349212030036142,0.7011399330003769,1.6833285669999896,1.3000740799980122,0.7357208100002026,17,10,Low Arousal/Negative Valence,Sad,Negative,Low,1,1.4682724660015083,1,2,1.7512758129960275,trial,4,19,14,20,53,female,5,5+
17_11_1,1,2,2,3,2,1,4,3,1,2,3,1,1.1031045650015585,0.48586056800559163,1.4570119550044183,0.7867391760009923,0.75220565500058,1.0350830059978762,0.7523666139968554,0.719037611001113,0.7506976810036576,0.6522403490016586,0.7509536869984004,1.419044321999536,17,11,Low Arousal/Negative Valence,Sad,Negative,Low,1,1.3350458159984555,1,2,2.2505577750052908,trial,4,19,14,20,53,female,5,5+
17_11_2,1,3,1,2,2,1,1,2,1,3,3,1,1.0020925549979438,1.036239665998437,0.852119583003514,0.8350515350030037,1.0685075709989178,1.0364230720006162,1.4034536920007668,0.8518447960013873,0.7346057859977009,2.118520081996394,0.9890242360052071,1.0018559330055723,17,11,Low Arousal/Negative Valence,Sad,Negative,Low,1,0.8349199289950775,2,2,1.7506395660020644,trial,4,19,14,20,53,female,5,5+
17_12_1,1,2,1,2,1,1,1,1,1,4,2,2,1.41810298999917,2.1185508630005643,1.5028290580012253,1.7503395749954507,1.234573387002456,0.9512064760056091,1.0524928800005,0.8516254450005363,1.0011554020020412,3.516492456998094,1.9007090560044162,1.9176205529947765,17,12,Low Arousal/Negative Valence,Sad,Negative,Low,1,2.817777201998979,1,2,2.068437529997027,trial,4,19,14,20,53,female,5,5+
17_12_2,1,2,1,2,3,1,1,3,1,2,2,1,1.901739818000351,0.8018812840018654,0.8516359440036467,2.4178748990016175,1.002739006995398,0.8687541569961468,1.0521496430010302,0.9184792890009703,0.6690456770011224,0.6022007090068655,1.1849641950029763,0.8692208499996923,17,12,Low Arousal/Negative Valence,Sad,Negative,Low,1,0.8029598380016978,1,2,1.8854204380040755,trial,4,19,14,20,53,female,5,5+
17_13_1,1,2,1,1,1,1,1,1,1,4,1,2,1.0514561100062565,0.9183745140035171,0.9511165830044774,0.6866217130009318,0.5002967569962493,0.9000077289965702,1.0843590419972315,0.5844901300006313,1.1518609799968544,2.8347539870010223,0.918829869995534,1.0186515250024968,17,13,Low Arousal/Positve Valence,Tender,Positive,Low,2,3.2347123810031917,1,2,1.7524450850032736,trial,4,19,14,20,53,female,5,5+
17_13_2,1,3,1,3,1,2,1,2,1,3,2,1,1.3185263920022408,1.0514980109946919,1.76920635800343,1.3352336620009737,2.2179862470002263,0.8685257280012593,0.9507752739955322,1.2023567180003738,0.8521602800028631,1.601912698999513,1.035691659002623,0.7018804979961715,17,13,Low Arousal/Positve Valence,Tender,Positive,Low,1,1.533403534005629,1,1,1.618406818000949,trial,4,19,14,20,53,female,5,5+
17_14_1,2,1,1,3,2,3,1,1,2,2,1,2,2.1848464120048448,1.4534858020051615,0.8689455089988769,1.0015997949958546,1.4406283239950426,1.2694606790028047,0.7520531449990813,1.6355765120024444,1.1030307850014651,1.0886473680002382,0.7017969399967114,0.6175138940016041,17,14,Low Arousal/Positve Valence,Tender,Positive,Low,3,1.7026107429992408,2,3,1.2699447670020163,trial,4,19,14,20,53,female,5,5+
17_14_2,1,4,2,1,3,3,1,1,3,2,2,3,0.986020541000471,1.0002668460001587,1.2183825419997447,0.8162506910011871,0.9361417269974481,1.4355451239971444,0.9696062650036765,2.08378598800482,1.150983505001932,1.6203247230005218,1.2372581290037488,0.9065155350035639,17,14,Low Arousal/Positve Valence,Tender,Positive,Low,2,1.301541206004913,3,2,1.47303725600068,trial,4,19,14,20,53,female,5,5+
17_15_1,1,2,1,2,1,1,1,1,1,2,2,2,3.5357829700005823,1.3518301410003914,0.9682406440042541,1.2671169250024832,0.6677915980035323,1.3007584110018797,1.219756006001262,1.2509761319961399,1.3849627220042748,3.117780746004428,3.0030328770008055,1.9341141209952184,17,15,Low Arousal/Positve Valence,Tender,Positive,Low,2,3.2845860559973517,1,2,4.100358165997022,trial,4,19,14,20,53,female,5,5+
17_15_2,2,1,1,1,1,1,2,1,2,1,1,3,0.9686090859977412,3.1166378729976714,0.6860907969967229,0.8514663050009403,0.8017769860016415,1.1499362729955465,1.7521535389969358,0.7015235860017128,0.868852739004069,0.6683566569990944,0.5345620400039479,2.168324753001798,17,15,Low Arousal/Positve Valence,Tender,Positive,Low,3,2.265746917000797,2,2,1.1865251290000742,trial,4,19,14,20,53,female,5,5+
17_16_1,3,1,1,3,3,1,2,1,1,2,1,1,0.8350782499983325,1.001603922995855,1.8906652880032198,1.768209971000033,1.619305483000062,12.767427865997888,1.36696366299293,1.5180766180055798,1.069016584995552,0.8362459010022576,0.8863476709957467,0.9026739230030216,17,16,Low Arousal/Positve Valence,Tender,Positive,Low,2,1.1351635259998147,2,1,2.718546074000187,trial,4,19,14,20,53,female,5,5+
17_16_2,1,4,3,4,2,2,4,2,1,3,3,1,1.1008056239952566,1.6345173250010703,1.5347527139965678,1.1346136020001722,0.9021856849940377,1.0347536359986407,0.819649181998102,1.0029027209966443,1.0026480480009923,2.301102101999277,0.9016281779986457,0.9012097070008167,17,16,Low Arousal/Positve Valence,Tender,Positive,Low,2,0.9681690969955525,2,1,1.8182987440013676,trial,4,19,14,20,53,female,5,5+
17_2_1,3,5,1,4,1,2,2,4,1,3,4,1,1.918174189995625,2.7333291890026885,1.4352291629984393,0.9512685340014286,1.1517622469982598,1.335470282996539,1.2169750389948604,1.9851210769993486,1.0190882070019143,2.101801691998844,0.8018265320060891,0.8024859329962055,17,2,High Arousal/Negative Valence,Fear,Negative,high,1,2.651112164996448,3,2,1.9023487910017138,trial,4,19,14,20,53,female,5,5+
17_2_2,1,3,1,3,1,1,3,1,1,2,4,1,0.901819497004908,1.3519770970015088,0.9184322349974536,0.884651809996285,0.984287024999503,1.3664953219995368,1.0850348219973966,1.718257505002839,0.7676889659996959,1.984742071996152,0.9512799250005628,0.7842692519989214,17,2,High Arousal/Negative Valence,Fear,Negative,high,1,0.06877338699996471,2,1,1.6846269169982406,trial,4,19,14,20,53,female,5,5+
17_3_1,3,4,2,3,1,2,2,2,1,1,3,1,2.0165382949999184,1.1517470290054916,1.2184422029968118,0.7182641860053991,1.0687171359968488,1.0517245000010007,1.1016192940005567,1.083675638998102,0.7345899779975298,1.6347115000025951,1.2339527950025513,1.3848557919991435,17,3,High Arousal/Negative Valence,Fear,Negative,high,2,1.1344878760064603,2,2,1.7850821930042002,trial,4,19,14,20,53,female,5,5+
17_3_2,4,3,2,1,1,4,1,1,3,1,1,2,1.0733482569994521,2.018794636001985,0.7015766280019307,0.8852124179975362,0.7361631170060718,1.1358228649987723,0.6348317609954393,0.7009903599973768,1.050342845999694,0.4518339139976888,0.48514391599746887,3.2498652290014434,17,3,High Arousal/Negative Valence,Fear,Negative,high,4,1.6020062850002432,5,4,1.73314002299594,trial,4,19,14,20,53,female,5,5+
17_4_1,3,4,1,5,1,3,2,2,1,1,2,1,1.5026545229993644,1.599482908997743,0.968823497001722,1.5691308899986325,0.685106529002951,2.2188875879946863,1.5016623639967293,1.2514473500050372,1.1349146659995313,0.8516633809995255,1.9504621359956218,2.751634541004023,17,4,High Arousal/Negative Valence,Fear,Negative,high,2,2.4682585109985666,3,2,1.7012869399986812,trial,4,19,14,20,53,female,5,5+
17_4_2,4,5,2,5,1,4,1,1,3,1,1,1,1.1848759560016333,0.7999456850011484,0.7011942870012717,0.7503357880050316,0.7703201979966252,0.8354539229985676,1.5755010020002373,1.5862180859985529,0.9853305849974276,1.0029628539996338,0.7518318029979127,1.7375881879997905,17,4,High Arousal/Negative Valence,Fear,Negative,high,3,2.1024753259989666,4,4,1.1678626169959898,trial,4,19,14,20,53,female,5,5+
17_5_1,5,3,1,1,1,4,1,1,5,2,1,4,1.9503159890009556,1.3843354060009005,0.5185221500069019,0.9347240980059723,0.5185798120000982,1.9175670799959335,0.5176545419963077,0.5187541420018533,1.002465960002155,1.1024019239994232,1.6023891840013675,1.6513342509933864,17,5,High Arousal/Positive Valence,Happy,Positive,high,5,1.6514523639998515,4,4,1.5514674320002086,trial,4,19,14,20,53,female,5,5+
17_5_2,4,2,1,1,1,4,1,1,3,1,1,2,0.8673055729959742,2.800947213996551,0.8013082809993648,1.5191280349972658,1.5359307559992885,1.035471825998684,0.5514950219949242,0.5847950839961413,0.7524197300008382,2.318013380005141,0.7531913359998725,0.6345433159949607,17,5,High Arousal/Positive Valence,Happy,Positive,high,5,1.568260186999396,4,4,1.5190198170021176,trial,4,19,14,20,53,female,5,5+
17_6_1,4,3,1,2,2,3,1,1,2,1,2,1,0.7351144589993055,1.1944382739966386,0.785242133999418,0.8661703109974042,0.7022382909999578,0.6678177549983957,0.9519044310000027,0.9181642130060936,1.565682407002896,0.8506783870034269,2.634342129000288,0.9851918310014298,17,6,High Arousal/Positive Valence,Happy,Positive,high,2,1.5850052699970547,3,2,1.1174336080002831,trial,4,19,14,20,53,female,5,5+
17_6_2,4,2,1,4,1,4,1,1,1,2,3,2,1.2854786479947506,0.7689508590046898,1.2065335770021193,0.7687657630012836,1.5370482779981103,1.4176804979942972,1.8536242109985324,0.7193517030027579,1.203140264005924,1.8187931830034358,0.9029300850015716,0.9700191089941654,17,6,High Arousal/Positive Valence,Happy,Positive,high,3,0.2172625900057028,3,2,2.6046535549976397,trial,4,19,14,20,53,female,5,5+
17_7_1,4,4,1,1,1,4,1,1,4,1,1,4,0.7855475049946108,5.350918096999521,0.9521635409982991,0.8516529000044102,0.8352756110034534,1.1186221370007843,0.7345858289991156,0.8352477480002563,0.7691780850000214,0.6013910779947764,0.5678099989963812,1.1348121580012958,17,7,High Arousal/Positive Valence,Happy,Positive,high,3,2.7525568319979357,3,2,1.8515872780044447,trial,4,19,14,20,53,female,5,5+
17_7_2,4,3,1,2,1,4,1,1,3,1,2,2,1.6355077059997711,0.8347229819992208,0.816557060003106,1.1516281899966998,0.7855815779985278,1.0684852279955521,2.1018258609983604,0.8177732350013684,0.8849798929950339,0.7192840460047591,1.1018858209936297,0.751575595997565,17,7,High Arousal/Positive Valence,Happy,Positive,high,5,0.7512976689977222,4,5,1.0015375199945993,trial,4,19,14,20,53,female,5,5+
17_8_1,4,2,1,2,1,4,1,1,3,1,1,2,2.2701178349961992,1.7705377439997392,0.5690891949998331,1.0856887190020643,0.9056696639963775,1.2018044970027404,0.7511574749951251,1.0703100280006765,1.6344341239964706,1.0367165290008415,1.2348923479949008,0.7511343029982527,17,8,High Arousal/Positive Valence,Happy,Positive,high,4,2.2017837449966464,4,3,3.1393999939973583,trial,4,19,14,20,53,female,5,5+
17_8_2,3,3,1,2,1,4,1,1,4,2,1,2,1.2368283230025554,0.9679770079965238,0.8861804979969747,1.5180569290023413,0.961491982001462,0.8682314279940329,1.0504785059965798,0.8846794950004551,1.152119403006509,1.5169499129988253,1.434401001999504,0.9681547870059148,17,8,High Arousal/Positive Valence,Happy,Positive,high,4,1.4019837579980958,4,3,1.4840362059985637,trial,4,19,14,20,53,female,5,5+
17_9_1,2,3,1,3,2,1,1,2,1,3,4,1,0.9510777030009194,1.1189228590010316,1.0992806299982476,0.6357812669957639,1.3172508259958704,0.801940770004876,1.2844874989968957,0.6853890960046556,0.6514552040025592,0.8512208339961944,0.5687020539990044,1.2187487639967003,17,9,Low Arousal/Negative Valence,Sad,Negative,Low,1,0.8008117660065182,2,2,3.6518224329993245,trial,4,19,14,20,53,female,5,5+
17_9_2,2,3,2,4,2,2,4,1,3,5,4,3,2.6683752899989486,0.8850832540047122,1.4516663839967805,1.0843713099966408,1.0851333199971123,0.9189684450029745,1.2018479499965906,1.4852403450058773,1.7346315370014054,2.501563473000715,0.6850346909996006,1.1522314230023767,17,9,Low Arousal/Negative Valence,Sad,Negative,Low,1,1.0685505010042107,2,1,1.1018525269973907,trial,4,19,14,20,53,female,5,5+
18_1_1,2,3,2,3,1,2,2,1,1,1,1,3,3.5679177130004973,3.034350311005255,1.2357706429975224,1.301947669002402,3.1665730500026257,1.7847407840017695,1.6850197930034483,1.0691743360002874,2.235770115003106,1.7863275520066964,1.584225027996581,1.3187881060002837,18,1,High Arousal/Negative Valence,Fear,Negative,high,1,2.000330445000145,5,2,2.4856066460051807,trial,2,21,12,16,49,female,3,5+
18_1_2,2,5,2,3,1,1,2,1,1,1,2,3,1.5516563400015002,1.9839782679991913,1.3013980190007715,1.351240467003663,1.0860278570035007,1.3358759099937743,1.018736286998319,2.167750751003041,0.7015819199950784,1.3845257700013462,1.5674266400019405,1.5855890300008468,18,1,High Arousal/Negative Valence,Fear,Negative,high,1,2.119069414999103,5,1,1.385265534001519,trial,2,21,12,16,49,female,3,5+
18_10_1,1,1,1,1,1,1,1,2,1,3,1,2,3.4338927709977725,1.3683566999970935,0.5854628700035391,1.3027407050030888,1.600381959004153,1.0193565519948606,1.6509641359953093,1.7517287969967583,1.3666321850032546,3.785143323999364,5.733648062996508,1.6849983200008865,18,10,Low Arousal/Negative Valence,Sad,Negative,Low,1,0.5533445949986344,1,1,0.8347565590011072,trial,2,21,12,16,49,female,3,5+
18_10_2,1,1,1,1,1,1,1,2,1,3,1,1,1.2356484740012093,0.8684276240019244,0.8185671030005324,1.1186768539992045,1.1523638740036404,1.0181875509952079,1.1670844390027924,1.1185512070005643,1.017695492002531,1.6857783740051673,0.7673631439974997,1.4191619830016862,18,10,Low Arousal/Negative Valence,Sad,Negative,Low,1,1.2019714140042197,1,1,1.0015351220063167,trial,2,21,12,16,49,female,3,5+
18_11_1,1,1,2,3,1,1,2,2,1,2,2,3,1.5332388619935955,1.8685697149994667,1.9847145149979042,1.5193213399979868,1.4850395339963143,3.167952237999998,1.3352432329993462,1.0515642339960323,0.7014699790015584,1.6692734560056124,2.690780446995632,1.5024938339993241,18,11,Low Arousal/Negative Valence,Sad,Negative,Low,1,1.0359787089983001,1,1,1.5697157449976658,trial,2,21,12,16,49,female,3,5+
18_11_2,1,1,1,2,1,1,2,2,1,3,1,1,0.7164773129989044,1.0849111979987356,0.7517404570025974,1.1016741179992096,1.9676768319986877,0.752363700994465,2.851350621000165,1.085100821001106,1.0170193500016467,1.6533871700012241,1.135411925999506,0.9184840130037628,18,11,Low Arousal/Negative Valence,Sad,Negative,Low,1,0.7686186189966975,1,1,0.3020688619944849,trial,2,21,12,16,49,female,3,5+
18_12_1,1,1,1,1,1,1,2,1,1,4,1,1,1.3173308629993699,1.4194618440014892,1.3346199020015774,2.4518540470016887,0.8517971339970245,4.867546097004379,1.201109127003292,3.2677921319991583,0.9684748540021246,1.8510881109978072,1.0025800660005189,1.5680868600029498,18,12,Low Arousal/Negative Valence,Sad,Negative,Low,1,1.3354940560020623,1,2,2.718535445004818,trial,2,21,12,16,49,female,3,5+
18_12_2,1,1,1,1,1,1,2,3,1,3,1,1,2.5690301840004395,4.05100573800155,1.1199892000004184,1.0011512569981278,2.102610439003911,1.201895821999642,1.668512099997315,1.6857601039955625,0.536036746998434,1.9854553710028995,1.0174920159988687,1.0524493260018062,18,12,Low Arousal/Negative Valence,Sad,Negative,Low,1,0.7001539510019938,1,1,1.9181728070034296,trial,2,21,12,16,49,female,3,5+
18_13_1,1,1,1,1,1,1,1,1,1,2,1,1,1.418038012998295,0.7015780149959028,1.3350166489981348,0.8023848890006775,0.6017998199968133,1.5187515239958884,3.718231905004359,1.9020325899982709,1.0014705339999637,1.3350452719969326,0.7185384799959138,1.1847310200028005,18,13,Low Arousal/Positve Valence,Tender,Positive,Low,2,1.7672332360016298,1,1,2.818540241998562,trial,2,21,12,16,49,female,3,5+
18_13_2,1,1,1,1,1,1,1,1,1,1,2,1,1.6017228130003787,0.8516030850005336,8.417522134994215,1.1016309520055074,2.168262920997222,1.0020927500008838,3.1191239450054127,4.034630308000487,4.600985219003633,2.6013140579962055,9.767266615999688,1.4021119509998243,18,13,Low Arousal/Positve Valence,Tender,Positive,Low,2,2.93485257300199,1,1,1.0999383369999123,trial,2,21,12,16,49,female,3,5+
18_14_1,1,1,1,1,1,1,1,1,2,1,1,1,1.783094364000135,0.784877663005318,0.5360639089994947,0.9023774689994752,0.8003444540008786,0.8832604899944272,1.2517536870000185,0.8183421540015843,1.7683353090033052,2.584543411001505,0.6512837510017562,1.76868044299772,18,14,Low Arousal/Positve Valence,Tender,Positive,Low,3,1.8172892649963615,1,1,1.5523513779990026,trial,2,21,12,16,49,female,3,5+
